age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
36,admin.,divorced,16,0,0,1,jul,thu,39,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
29,admin.,single,12,1,0,0,nov,thu,23,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
58,management,married,16,0,0,0,may,mon,248,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
21,admin.,single,12,1,0,0,jul,wed,680,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
57,admin.,married,16,0,0,0,aug,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
40,services,married,12,1,0,1,may,mon,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,blue-collar,single,4,0,0,1,may,wed,59,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
25,blue-collar,single,12,1,0,0,may,thu,330,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
38,self-employed,married,9,1,0,0,may,wed,155,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
37,admin.,divorced,9,0,0,1,may,thu,312,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
57,retired,single,4,0,1,1,jul,fri,93,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
45,blue-collar,married,4,1,0,1,may,tue,243,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,admin.,single,17,1,0,0,jul,thu,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
43,unemployed,married,16,1,0,1,may,tue,424,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,admin.,single,16,1,0,0,apr,thu,83,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
56,management,married,16,1,0,1,jul,thu,188,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
29,management,married,16,0,0,1,may,tue,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
28,blue-collar,single,12,0,0,0,mar,thu,247,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,0
35,technician,single,9,1,1,0,nov,wed,62,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
39,blue-collar,divorced,9,1,0,0,may,fri,191,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
29,blue-collar,married,6,0,1,0,may,thu,93,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
60,retired,married,6,0,0,0,aug,mon,79,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
37,technician,married,17,1,1,1,jun,tue,192,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
49,management,married,16,0,0,0,apr,mon,257,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
25,admin.,married,16,1,0,0,apr,mon,137,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
28,technician,single,17,1,0,0,may,mon,77,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
52,blue-collar,married,9,1,0,0,may,mon,201,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
30,admin.,divorced,6,0,0,0,jul,wed,144,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
44,technician,married,12,1,0,1,jul,tue,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
52,technician,married,6,0,0,0,may,thu,152,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
42,retired,single,4,1,1,0,may,fri,116,3,999,0,nonexistent,-1.8,93.876,-40,0.682,5008.7,0
46,technician,married,9,0,0,1,may,mon,171,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,admin.,single,16,1,1,1,may,mon,193,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
46,admin.,single,16,1,0,0,jul,thu,153,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
29,admin.,single,16,1,0,1,may,wed,713,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,admin.,married,12,0,0,0,may,mon,186,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
51,entrepreneur,divorced,16,0,0,1,jun,mon,60,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
30,services,single,16,1,0,0,jul,mon,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
36,self-employed,single,16,0,0,0,nov,mon,406,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
34,technician,divorced,17,0,0,0,may,fri,64,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
48,blue-collar,married,9,0,0,0,jul,mon,54,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
58,retired,divorced,16,1,0,1,may,fri,825,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
38,technician,divorced,16,0,0,0,aug,mon,102,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
58,retired,divorced,16,1,0,1,may,thu,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
43,management,divorced,16,1,0,0,jul,tue,76,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
60,retired,divorced,12,1,0,1,may,wed,398,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,blue-collar,married,9,1,0,1,may,mon,225,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
43,unemployed,married,12,0,0,0,aug,thu,319,4,3,2,success,-2.9,92.201,-31.4,0.873,5076.2,0
27,admin.,single,12,1,0,1,jun,mon,114,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
28,blue-collar,single,9,1,0,0,apr,thu,106,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
26,unemployed,single,9,1,0,1,may,tue,112,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,services,married,12,0,0,1,jun,thu,54,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
36,admin.,married,16,1,0,0,oct,thu,66,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0
57,self-employed,married,16,0,0,0,jul,mon,83,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,management,divorced,4,1,0,1,may,fri,259,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
44,blue-collar,single,12,1,0,1,may,thu,182,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
57,services,married,17,1,0,0,aug,wed,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
34,technician,single,16,0,0,0,aug,wed,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
52,technician,divorced,16,0,0,1,jun,mon,184,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
62,admin.,married,16,1,1,0,aug,fri,64,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,0
47,admin.,married,9,0,0,0,aug,fri,177,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
37,admin.,single,16,1,1,0,may,fri,171,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
41,management,married,16,0,1,1,may,fri,359,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
43,admin.,divorced,12,1,1,0,may,thu,892,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
39,management,married,16,1,0,0,may,thu,141,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
52,admin.,single,12,0,0,0,may,mon,127,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
41,self-employed,married,9,0,0,0,jul,fri,119,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
32,services,married,12,1,0,0,nov,tue,121,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
52,blue-collar,married,9,1,1,1,may,tue,29,16,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
42,services,married,12,1,0,0,nov,mon,252,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
33,blue-collar,married,12,1,0,0,apr,mon,52,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
52,services,married,12,1,0,1,jun,tue,168,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
40,admin.,married,12,0,0,1,jun,thu,314,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
23,blue-collar,married,17,0,0,1,jun,wed,94,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
33,unemployed,single,16,0,0,0,nov,thu,153,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
32,blue-collar,married,9,0,0,0,jul,mon,144,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,services,married,16,1,0,1,jun,tue,200,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
51,services,married,12,0,0,0,jul,tue,158,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
27,admin.,single,16,1,0,0,apr,tue,151,3,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,0
39,management,married,12,1,1,1,may,tue,52,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,admin.,single,16,1,0,1,may,fri,395,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
41,admin.,single,12,0,0,0,jul,mon,459,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
27,admin.,divorced,12,1,0,1,may,tue,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,blue-collar,married,9,0,0,1,may,thu,291,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
40,blue-collar,divorced,9,1,0,0,jul,wed,125,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
38,technician,married,16,1,0,0,may,mon,78,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
45,housemaid,married,12,0,0,0,nov,wed,289,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
41,self-employed,divorced,16,0,0,0,jul,thu,81,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
48,admin.,married,16,0,0,0,apr,fri,324,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
48,entrepreneur,married,16,1,0,0,nov,mon,694,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
42,admin.,divorced,16,0,0,1,may,wed,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,admin.,married,12,0,0,1,jun,mon,250,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,technician,single,17,1,0,0,may,wed,50,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
33,unemployed,married,4,0,0,0,may,mon,205,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
40,management,married,6,1,0,0,apr,thu,179,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
38,blue-collar,married,9,1,0,0,may,tue,161,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
26,services,single,9,1,0,1,jun,mon,205,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
31,technician,single,16,0,0,0,aug,mon,230,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
32,management,divorced,16,0,0,0,may,tue,342,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
48,entrepreneur,married,9,1,0,0,aug,mon,243,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,management,married,16,0,0,0,nov,thu,133,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
56,self-employed,married,16,0,0,0,apr,mon,83,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
60,housemaid,married,4,0,0,0,aug,fri,270,4,6,4,failure,-1.7,94.027,-38.3,0.905,4991.6,0
35,services,divorced,12,1,0,0,jul,mon,274,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
33,technician,single,12,1,0,0,aug,mon,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,admin.,married,16,0,0,1,aug,fri,120,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
47,admin.,married,16,1,0,0,aug,tue,100,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
48,housemaid,single,12,1,0,0,nov,wed,449,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
31,admin.,married,12,0,0,1,may,tue,1043,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,admin.,single,12,0,0,1,jun,thu,446,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
32,blue-collar,single,9,1,0,0,jul,mon,552,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,technician,divorced,17,1,0,0,aug,fri,108,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
38,technician,single,17,1,0,0,nov,mon,68,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
30,admin.,divorced,12,1,0,0,nov,wed,124,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
53,admin.,married,17,1,0,0,apr,mon,476,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
43,services,married,12,0,0,0,nov,thu,81,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
28,self-employed,single,16,1,0,1,jun,mon,73,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
43,blue-collar,married,6,0,0,0,apr,fri,335,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
51,admin.,divorced,16,0,0,0,aug,fri,137,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
38,blue-collar,married,6,1,0,1,jun,tue,258,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
20,entrepreneur,single,12,0,0,1,may,fri,217,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
30,technician,single,16,0,1,0,aug,fri,1197,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37,admin.,married,16,0,1,0,aug,mon,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
58,retired,married,4,0,0,0,jul,tue,165,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
56,blue-collar,married,12,1,0,0,aug,thu,69,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
27,blue-collar,single,9,1,0,0,may,wed,282,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
33,blue-collar,married,12,0,0,0,apr,mon,207,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
52,management,divorced,16,0,0,1,jun,thu,167,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
30,technician,single,16,0,1,0,may,tue,39,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
36,admin.,divorced,12,1,0,0,may,wed,191,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
43,services,married,12,1,0,1,jun,wed,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
27,services,single,12,0,0,1,may,fri,144,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,entrepreneur,married,17,0,0,0,nov,tue,132,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
45,blue-collar,married,9,1,0,1,may,mon,816,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,blue-collar,single,12,0,0,0,may,wed,157,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
51,admin.,divorced,12,0,0,0,aug,tue,83,1,6,2,failure,-2.9,92.201,-31.4,0.838,5076.2,0
34,services,married,12,0,0,0,may,wed,71,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
31,admin.,single,16,0,0,0,may,tue,43,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
50,admin.,divorced,16,0,0,0,jul,mon,371,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
33,admin.,single,16,1,0,0,jul,mon,182,1,999,0,nonexistent,-1.7,94.215,-40.3,0.793,4991.6,0
33,admin.,single,16,0,0,0,nov,thu,291,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
40,admin.,divorced,16,1,0,0,aug,wed,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
55,management,single,4,0,0,1,may,tue,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,technician,married,17,0,0,0,aug,thu,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
49,blue-collar,married,9,0,0,1,may,thu,1036,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
54,admin.,married,9,1,0,0,nov,mon,77,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
46,blue-collar,married,4,1,0,0,jul,fri,342,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
41,services,divorced,9,1,0,1,jun,thu,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
46,technician,married,12,0,0,0,aug,thu,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
48,management,married,16,1,1,0,oct,wed,157,2,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0
55,housemaid,married,17,1,0,1,may,tue,137,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
30,admin.,married,12,1,0,0,nov,tue,92,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
38,blue-collar,single,9,1,0,1,may,fri,565,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
56,blue-collar,married,4,0,0,1,may,mon,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,technician,single,17,1,0,0,jul,tue,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
24,student,single,12,1,0,1,aug,fri,359,1,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,0
31,blue-collar,single,9,0,1,1,jul,thu,70,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
49,technician,married,12,1,0,1,may,thu,435,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
48,retired,divorced,17,1,0,1,may,mon,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,management,married,16,0,0,1,jun,mon,202,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
35,services,married,12,0,0,0,sep,tue,421,2,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,0
29,admin.,single,16,1,0,0,aug,tue,112,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
59,admin.,married,12,1,0,1,may,thu,76,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
34,technician,married,9,0,0,0,nov,tue,110,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
36,blue-collar,married,9,1,0,0,may,wed,181,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
40,blue-collar,married,9,0,0,0,nov,mon,215,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
30,blue-collar,single,4,0,0,1,jun,mon,187,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
29,admin.,single,16,1,0,0,aug,fri,602,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
27,blue-collar,single,12,0,0,0,may,tue,81,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
46,admin.,single,16,1,1,0,jul,tue,62,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
52,management,married,12,1,0,1,may,fri,113,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
47,services,married,6,1,1,1,jun,fri,150,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
55,blue-collar,married,9,0,0,0,may,tue,183,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
55,services,married,12,1,0,0,aug,wed,63,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,admin.,married,16,1,0,1,jun,mon,152,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
50,blue-collar,married,9,0,1,0,may,tue,118,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
41,admin.,single,12,0,0,0,may,mon,207,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
46,admin.,married,16,0,0,1,may,tue,268,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,admin.,single,16,0,0,0,jul,thu,117,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
82,retired,married,16,0,0,0,aug,fri,79,2,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,0
41,blue-collar,married,4,0,0,1,may,fri,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
42,admin.,single,9,0,0,1,may,thu,42,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
30,technician,married,17,0,0,1,may,thu,390,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
58,admin.,divorced,16,0,0,0,jul,mon,97,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
51,admin.,married,16,1,0,0,aug,mon,204,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
38,admin.,single,16,1,0,0,apr,thu,510,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
37,services,married,9,0,1,1,may,fri,246,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
39,services,divorced,12,0,1,0,jul,thu,481,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48,admin.,divorced,12,1,0,0,may,thu,265,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
52,admin.,divorced,12,1,0,0,jul,tue,136,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
40,blue-collar,married,4,1,0,0,jul,thu,347,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
49,technician,divorced,12,1,0,0,jul,thu,388,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
45,admin.,married,9,0,0,0,aug,thu,524,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
25,blue-collar,single,9,1,0,1,may,thu,323,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
38,technician,single,17,0,0,1,may,wed,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
54,technician,married,17,1,1,0,aug,thu,64,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
57,blue-collar,divorced,9,1,0,0,nov,mon,221,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
45,blue-collar,married,9,1,0,0,nov,wed,162,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
39,technician,divorced,17,1,0,0,aug,fri,445,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
31,admin.,married,16,0,0,0,aug,mon,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
52,management,married,16,0,0,1,may,mon,268,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
40,housemaid,single,16,1,0,1,may,fri,237,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
32,admin.,single,12,0,0,1,jun,wed,324,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
34,admin.,married,12,1,1,0,jul,wed,411,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40,services,single,12,1,1,1,may,tue,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
39,blue-collar,married,6,1,1,1,jun,wed,141,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
52,technician,divorced,9,1,1,1,may,mon,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
41,admin.,divorced,16,0,0,1,nov,thu,233,4,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
40,management,married,16,0,0,0,may,thu,190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
37,admin.,married,12,1,1,0,jul,wed,205,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,admin.,single,16,1,0,0,nov,fri,16,9,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
54,unemployed,married,16,1,1,0,jul,thu,141,2,999,0,nonexistent,-2.9,92.469,-33.6,0.899,5076.2,0
28,management,married,12,0,0,1,jun,tue,61,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,services,married,12,1,0,0,apr,mon,22,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
34,management,married,16,1,0,0,aug,tue,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
57,technician,married,16,1,0,0,aug,thu,202,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
51,technician,married,17,0,0,0,nov,wed,272,1,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0
43,admin.,single,12,0,0,0,may,thu,209,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
40,management,divorced,16,1,1,1,may,fri,201,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
46,housemaid,married,4,0,1,0,aug,wed,10,14,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
48,blue-collar,married,4,0,1,0,may,thu,370,2,1,1,success,-1.8,92.893,-46.2,1.327,5099.1,0
31,services,single,12,1,0,0,may,mon,151,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
28,technician,single,16,0,0,0,mar,mon,142,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,0
24,blue-collar,married,9,1,0,1,may,thu,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
38,blue-collar,married,4,1,0,0,jul,tue,71,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
36,blue-collar,married,6,1,0,0,nov,wed,723,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
22,services,single,12,1,0,1,may,mon,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
30,blue-collar,single,9,0,0,0,may,fri,193,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
50,technician,married,16,1,0,0,aug,fri,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
43,admin.,married,9,0,0,1,may,thu,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
58,technician,married,17,0,1,1,jul,mon,76,18,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
25,technician,single,16,0,0,0,jul,fri,216,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
59,retired,married,17,1,1,1,may,mon,724,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,blue-collar,married,4,0,0,0,jul,mon,151,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
